,source,target,edge,url,journalName
0,strategy,energy,solve,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
1,waste,energy,meet,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
2,waste,polystyrene bead graphene oxide,expand,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
3,aam,rgo,eps,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
4,rgo,sample vol,compare,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
5,bead rgo,structural functional application future,realize,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
6,energy,considerable co2 emission,generate,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
7,density ggbfs,determine,sf,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
8,silica fume,gb t gb t,conform,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
9,silica fume,wuhan technology development company limit,obtain,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
10,density ggbfs,determine,sf,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
11,figure important factor,thermal conductivity porous material,affect,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
12,rgo content,study,adopt,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
13,conceive,paper,write,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
14,experiment,datum,analyze,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
15,author read,version manuscript.w,agree publish,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
16,conceive,paper,write,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
17,experiment,datum,analyze,https://www.mdpi.com/1996-1944/13/5/1052/htm,kg-mdpi-Sustainability
18,apartments,maintenance,south korea,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
19,neighborhood,new building,replace,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
20,framework refurbishment,building seoul,exist,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
21,energy,comfort,cooling,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
22,order,energy,reduce,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
23,difference,building,exist,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
24,research,energy,illustrate,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
25,guideline,building optimization process,furthermore streamline provide,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
26,population,apartment construct,live early,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
27,apartment building,seoul,locate,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
28,apartment building,seoul,locate,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
29,energy,compare,reduce,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
30,improvement,building envelope,achieve,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
31,improvement,building envelope,achieve,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
32,building envelope,air tightness,include,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
33,building envelope,improvement value,include,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
34,indoor comfort.the research,f.m.a,execute,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
35,building envelope,reduction environmental impact,relate,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
36,manuscript.the research,f.m.a,execute,https://www.mdpi.com/2071-1050/10/12/4494/htm,kg-mdpi-Sustainability
37,target,energy,reduce,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
38,energy,portion,realize,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
39,propose,design,automate,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
40,user,design,define,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
41,user,design,define,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
42,algorithm,user requirement geometric constraint,satisfy,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
43,alternative,energy,validate,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
44,alternative,design,validate,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
45,alternative,energy,validate,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
46,user friendly dashboard guide user,workflow result,illustrate,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
47,alternative end workflow,design,consider starting,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
48,proposal,building information model,implement,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
49,proposal,information model,implement,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
50,energy,climate.in order proposal work,recommend,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
51,proposal detail step,workflow,propose,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
52,result,section,discuss,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
53,building location,regulation healthcare,exist,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
54,configuration,achieve,shall optimize,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
55,energy,nzebs,achieve,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
56,building configuration,achieve,shall optimize,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
57,design,energy,consider,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
58,research,result,lead,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
59,author,version article,thank referee comment at_time,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
60,research,result,lead,https://www.mdpi.com/1996-1073/10/7/993/htm,kg-mdpi-Sustainability
61,operation,microgrid,integrate,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
62,objective,level control approach base model control,develop,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
63,finite horizon planning optimization problem,operation,develop,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
64,bem bim,operation,manipulate,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
65,mpc base algorithm,power management scheduling sub system power exchange electrical grid,implement,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
66,case study,floor building,apply,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
67,production,energy,represent,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
68,energy,platform computational real utilization building,far establish,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
69,promise research field,platform experimental real utilization building,far establish,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
70,way,friendly d v p v v m p,manage,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
71,l,g n g,t s,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
72,way,energy,manage,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
73,c,n,c s,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
74,t,c,s,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
75,intensity.the track possible,desire,represent,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
76,bim temperature optimal non load,energy,maximize,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
77,operation,energy,maximize,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
78,optimization problem,optimization problem cost function objective function,formulate,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
79,j t t t t t reference state,desire,represent respectively,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
80,case study,performance effectiveness,assess,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
81,bim,floor building,include,https://www.mdpi.com/2071-1050/12/10/4264/htm,kg-mdpi-Sustainability
82,bim,3d representation year,extend,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
83,product,entertainment,enhance,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
84,product,work productivity,enhance,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
85,sensor datum bim multiple perspective order support complex decision,information,require,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
86,attempt,visualize,represent,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
87,study,university campus example,use,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
88,auditorium,energy,include dispersed,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
89,dynamo,information bim,visualize,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
90,dynamo,sensor datum input,accept automatically,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
91,energy,management decision,saving,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
92,paper,design,discuss,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
93,exhibition space,sensor,equip,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
94,platform display,value fashion layer dimensional space,integrate,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
95,platform display,value dimensional fashion layer space,integrate,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
96,facility manager,potential facility management problem,identify,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
97,vent,datum individual sensor,provide,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
98,color visualization datum individual sensor,data value sensor,integrate,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
99,predefine formula desire context view,different contexts,easily adapt,https://www.mdpi.com/2076-3417/8/7/1086/htm,kg-mdpi-Sustainability
100,goal research,guideline evaluation selection bem tool particular building lifecycle phase,develop,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
101,case study,bem tool,result evaluate,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
102,bem tool,energy,analyze,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
103,sustainability,performance building increase,demand,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
104,information,design,helpful make,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
105,major bem tool,initial evaluation,select,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
106,criterion,number sub criterion,assess,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
107,evaluation criterion sub criterion,base literature review,identify,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
108,score system study place weight maximum point criterion,criterion score base percentage sub criterion support bem tool,satisfy,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
109,interoperability criterion,example,include sub criterion at_time,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
110,factor,tool tool interoperability output,distinguish,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
111,fourth high score,regard,perform,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
112,interoperability usability,bem tool,compare,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
113,detail initial evaluation calculation score,table a5 table a6.this research base thomas reeves,research ',https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
114,author,paper,equally writing,https://www.mdpi.com/2075-5309/5/4/1361/htm,kg-mdpi-Sustainability
115,study,study analysis bim publication base scopus database period,perform,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
116,aim,comparison bibliometric map,establish,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
117,record,distinct author institution,produce,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
118,main scientific field,bim research,involve,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
119,final stage study,detection cluster research field group,focus,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
120,cluster,bim cycle,find,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
121,field suntil,research,develop,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
122,information technology,entire spectrum internet thing,integrate,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
123,final key factor implementation bim inclusion curriculum career,construction,relate,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
124,technological advance help participant,construction,collaborate,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
125,building,aec project complex,make,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
126,model base process,build,connect aec,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
127,intelligent model base process,design,connect aec,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
128,bim system,design,encourage,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
129,conflict element,coordination,improve,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
130,help,addition,reduce time cost error help decision maker increase efficiency construction phase at_time,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
131,publication,elsevi scopus database,collect,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
132,platform study,download information analysis,allow,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
133,search conduct march extract research publication,follow citation bim bim university,include,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
134,query,find,publish work bim,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
135,scopus indexation.the main query,information source publication accord,provide,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
136,publication acquire,base following characteristic,classify,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
137,core subject,filter query,collect,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
138,graphics.we,figure evolution bim university publication,observe,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
139,figure show scientific production,increase,start substantially,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
140,approach,manual review bim,contribute,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
141,conference paper main source scientific publication,scientific article review,follow,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
142,rest,conference review article publication,publish,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
143,university,country,publish,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
144,contribution study,article associate bim,refer,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
145,bibliographic record,user datum affiliation different article,provide,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
146,georgia institute technology pennsylvania state university leader,area research,emerge,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
147,construction,concept,develop,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
148,order,date meaningful,remain,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
149,analysis,overview subject order,provide,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
150,work open new perspective use bim university,bim global level.m.c,find extensively cover,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
151,version manuscript.the purpose paper,energy,study,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
152,research conduct scientific community interest capacity issue,energy,relate,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
153,advantage,design,obtain,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
154,great advantage,transition bim bem,obtain,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
155,model software,construction,allow,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
156,plug,interpretation,allow,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
157,plug,energy,allow,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
158,advantage tool feasibility,early stage project final stage,compare,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
159,advantage tool feasibility,building,compare,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
160,output datum,user friendly,furthermore look,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
161,critical issue disadvantage,application possible field,find,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
162,poor personalization datum,heating system,relate,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
163,type datum,limited inherent fundamental characteristic system,set,https://www.mdpi.com/2071-1050/11/16/4398/htm,kg-mdpi-Sustainability
164,emission,construction,consider,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
165,study model,energy,assess,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
166,use model,ridge,demonstrate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
167,finding,build information model,indicate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
168,cement,embody,assess,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
169,energy,construction,relate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
170,energy,quantity,enable off,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
171,figure,ridge,illustrate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
172,material quantity,bim demonstration,generate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
173,bim des,construction,generate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
174,bim des,necessary input datum material quantity,generate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
175,construction,agricultural science spatial planning swedish transportation administration fund research innovation financial support,like author is,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
176,team mdpi,construction,facilitate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
177,construction,agricultural science spatial planning swedish transportation administration fund research innovation financial support,like author is,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
178,team mdpi,issue bim build lifecycle,facilitate,https://www.mdpi.com/2075-5309/5/4/1156/htm,kg-mdpi-Sustainability
179,efficiency,address challenge,understand,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
180,building efficiency,address challenge,understand,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
181,paper,development sbe,investigate bim contribute,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
182,design,material device profiling information exchange interface object,provide,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
183,bim user,design,identify,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
184,design,energy,provide,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
185,construction,sensor type ifc,indicate,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
186,construction,similar approach,take,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
187,paradigm shift introduction,information model field architecture,build,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
188,actuator,building element control actuator,add,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
189,actuator properties.in paper,build environment report,utilize,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
190,bim software tool automated management bacnet compliant hvacr system,information fusion decision system grid application future power buildings.this work support research assistantship grant auckland university technology jianchao zhang,investigate,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
191,author,access software resource research.this work support research assistantship grant auckland university technology jianchao zhang,facilitate,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
192,author,access software resource research,facilitate,https://www.mdpi.com/2075-5309/5/1/100/htm,kg-mdpi-Sustainability
193,climate change,energy,reduce,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
194,process efficiency,carbon emission,reduce,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
195,focus,energy,primarily reduce,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
196,construction,new method strategy address requirement,adopt,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
197,requirement,fragmented nature industry,constrain,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
198,recur problem,process efficiency,include,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
199,problem,waste,include,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
200,energy,industry society,digitalised,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
201,supply chain,construction,relate,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
202,supply chain,design,relate,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
203,upgrade skill competency,requirement,satisfy,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
204,construction,address order,need identify,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
205,depth analysis gap identification,skill competency,pertain,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
206,depth analysis gap identification,bim training ee,involve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
207,consultation interview method,requirement,collect,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
208,consultation interview method,portfolio use case,collect,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
209,consultation interview method,portfolio use case,collect,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
210,result,construction,contribute,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
211,european commission,energy,define,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
212,aim,energy,reduce,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
213,present qualitative analysis identification gap skill,paper,require in,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
214,present quantitative analysis identification gap skill,bim practice ee,improve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
215,study,computing data analysis technique,utilise,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
216,address,research question,follow,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
217,example practical benefit,energy,improve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
218,example practical benefit,ease implementation building,improve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
219,energy,useful solution,discover,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
220,energy,maintenance,provide,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
221,life cycle applicability,work stage riba work plan,align,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
222,table,good practice use case,provide,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
223,variable,list base usage case,evaluate,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
224,plate,address requirement elicitation criterion phase identification gap new strategy,discuss,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
225,plate,validate project partner,discuss,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
226,ee,aspect bim,involve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
227,expert panel view,stakeholder community order help,reach,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
228,past project,aspect bim,involve,https://www.mdpi.com/1996-1073/13/9/2308/htm,kg-mdpi-Sustainability
229,network,challenge sfm,possess,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
230,current network,challenge sfm,possess,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
231,g technology,class network service latency,promise,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
232,network slice,real time efficiency,achieve,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
233,g technology,high class network service low latency,promise,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
234,network slice,time efficiency,achieve,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
235,current challenge benefit,g use case sfm application,implement,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
236,roadmap sfm use case development initiative,g bim lab alignment g implementation plan singapore,undertake,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
237,mid career upskill upgrade,multiple benefit g network,reap,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
238,g sfm project,develop,seek,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
239,student,motivation help,learn,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
240,state art g use case collaboration industry partner,framework teaching training,develop,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
241,program,great organizational excellence,learn achieve,https://www.mdpi.com/2504-3900/2/15/1153/htm,kg-mdpi-Sustainability
